Date,Algoma_District,Brant_County,Chatham_Kent,Durham_Region,Eastern_Ontario,Grey_Bruce,Haldimand_Norfolk,Haliburton_Kawartha_Pine_Ridge,Halton_Region,City_of_Hamilton,Hastings_Prince_Edward,Huron_Perth,KFLA,Lambton_County,Leeds_Grenville_Lanark,Middlesex_London,Niagara_Region,North_Bay_Parry_Sound_District,Northwestern,City_of_Ottawa,Peel_Region,Peterborough_County_City,Porcupine,Waterloo_Region,Renfrew_County_and_District,Simcoe_Muskoka_District,Southwestern,Sudbury_and_District,Thunder_Bay_District,Timiskaming,Toronto,Wellington_Dufferin_Guelph,Windsor_Essex_County,York_Region,Total
2021-07-11,0,3,0,3,0,18,2,7,4,7,1,3,0,-1,0,9,4,2,0,2,18,0,1,28,0,3,7,0,0,0,28,7,2,8,166
2021-07-12,0,0,1,0,0,18,0,4,4,8,0,1,1,1,0,5,7,2,0,0,9,8,1,15,0,0,1,1,0,0,10,9,4,4,114
2021-07-13,0,0,4,2,-1,7,0,3,6,11,0,0,0,0,0,10,4,0,0,1,13,0,2,36,0,0,2,0,-1,0,43,2,1,1,146
2021-07-14,0,1,0,3,0,20,2,2,4,5,1,2,1,1,0,12,3,2,0,-1,19,1,4,23,0,4,2,1,0,0,28,10,-2,5,153
2021-07-15,0,1,2,3,0,25,1,0,6,8,1,0,-1,1,3,9,2,2,0,2,7,0,4,25,1,4,2,0,1,0,20,7,2,5,143
2021-07-16,0,0,0,8,0,34,0,1,7,9,1,3,0,1,0,9,6,6,0,0,12,0,3,25,0,1,2,0,-1,0,23,7,2,0,159
2021-07-17,0,0,0,7,1,15,0,2,10,9,1,3,1,1,0,6,2,2,1,6,20,0,2,20,0,2,4,3,2,0,37,10,-2,11,176
2021-07-18,2,3,2,9,0,33,0,-2,2,16,1,3,0,0,0,4,4,4,0,5,12,1,10,32,3,2,3,0,0,0,22,0,1,5,177
2021-07-19,1,0,0,4,0,10,1,2,2,14,1,3,0,1,0,10,3,2,0,2,17,1,3,16,0,2,6,0,0,0,18,2,1,8,130
2021-07-20,0,3,0,2,0,10,3,1,10,8,3,0,0,2,0,0,1,3,0,2,10,0,2,17,0,0,1,0,-1,0,34,0,2,14,127
2021-07-21,1,3,0,13,0,5,0,1,9,9,0,0,0,0,-1,10,3,7,2,5,16,2,2,12,0,4,2,1,-1,0,26,0,1,3,135
2021-07-22,0,1,2,11,5,22,1,6,10,17,0,5,0,2,0,9,4,3,2,9,13,0,4,13,0,3,1,0,0,0,18,10,3,11,185
2021-07-23,0,1,3,11,0,10,0,6,4,11,2,1,0,0,0,3,5,1,1,10,25,1,0,18,3,10,0,0,0,0,43,1,4,18,192
2021-07-24,0,0,2,3,4,13,2,1,3,17,0,2,0,0,1,9,2,0,0,6,26,0,4,15,0,2,0,2,1,0,44,3,4,4,170
2021-07-25,1,1,2,11,2,8,2,5,7,11,1,1,0,0,-1,6,7,0,0,2,23,1,5,7,0,2,1,0,3,0,48,3,4,9,172
2021-07-26,0,3,2,9,0,8,1,2,2,15,1,0,0,0,0,1,1,1,0,6,13,0,1,14,0,3,2,1,0,0,22,0,3,8,119
2021-07-27,0,3,3,3,1,9,0,0,6,12,1,0,0,0,0,6,3,0,0,4,22,0,0,5,1,4,1,0,0,0,37,-2,4,6,129
2021-07-28,0,0,1,13,2,1,0,5,8,15,0,0,0,3,0,6,1,1,0,8,10,3,0,16,0,3,3,3,1,0,25,6,5,19,158
2021-07-29,0,1,2,8,1,13,0,9,12,25,0,0,0,2,1,10,1,0,0,8,38,2,0,19,1,4,7,1,-1,0,38,2,4,10,218
2021-07-30,0,1,1,9,1,8,3,3,13,13,1,0,0,0,-1,8,2,1,0,9,24,4,3,35,2,1,4,-1,-1,0,62,4,4,13,226
2021-07-31,0,1,2,22,1,8,1,1,12,27,1,2,1,0,0,11,6,1,0,5,26,3,3,28,1,-4,4,0,0,0,53,6,3,33,258
2021-08-01,0,1,1,13,1,8,0,10,5,14,5,0,2,0,1,16,4,2,0,4,33,2,2,12,6,3,3,0,2,0,40,1,4,23,218
2021-08-02,0,1,0,10,1,7,4,4,12,16,0,1,1,1,0,5,2,-1,1,9,19,0,0,5,0,2,3,0,0,0,43,2,4,16,168
2021-08-03,1,4,1,4,0,1,5,1,6,5,2,0,0,0,1,2,2,0,1,1,22,0,0,14,0,0,3,1,1,0,45,5,13,23,164
2021-08-04,0,1,0,11,0,4,0,2,0,12,2,4,0,-1,0,3,1,0,-1,-1,18,0,0,19,0,3,9,0,0,0,26,2,10,15,139
2021-08-05,0,2,0,7,0,4,2,1,11,18,4,0,0,1,0,10,-1,0,1,10,31,0,0,14,1,5,3,4,0,0,44,6,17,18,213
2021-08-06,0,3,3,13,1,14,2,7,7,15,7,3,1,2,0,15,10,0,0,10,36,1,1,22,0,7,5,1,1,1,80,8,23,41,340
2021-08-07,1,8,1,20,4,3,3,3,5,30,5,1,5,0,3,9,6,1,0,11,38,0,2,20,1,10,1,4,0,-1,94,9,19,62,378
2021-08-08,0,2,0,23,2,4,2,2,17,42,1,1,0,0,0,11,2,0,1,19,51,1,1,21,0,8,9,2,1,1,109,4,29,57,423
2021-08-09,0,2,1,14,3,11,1,0,12,29,3,0,4,0,0,2,6,1,0,4,47,0,0,23,0,10,1,2,0,0,90,4,26,29,325
2021-08-10,1,1,0,5,8,9,0,0,16,31,1,5,-2,2,1,17,2,0,1,8,31,0,0,10,0,15,3,3,0,0,96,5,22,30,321
2021-08-11,0,5,5,14,4,5,2,0,17,41,5,4,1,1,0,8,5,1,0,13,30,1,0,23,0,5,7,1,0,0,72,1,22,31,324
2021-08-12,0,6,3,44,14,6,2,3,20,29,3,3,1,0,2,15,8,0,4,20,64,1,0,17,0,25,5,6,3,0,105,7,27,70,513
2021-08-13,0,13,3,17,-4,3,2,4,26,51,2,1,1,1,4,15,13,3,0,22,61,-1,0,24,0,21,6,4,2,0,129,13,41,33,510
2021-08-14,0,11,9,20,2,3,2,3,21,57,6,1,2,5,4,20,23,0,0,16,67,3,0,18,0,10,6,3,-1,0,153,8,42,64,578
2021-08-15,1,7,3,17,2,1,0,4,24,48,4,11,0,3,5,21,20,0,1,17,69,0,1,24,0,10,2,3,1,0,116,5,27,64,511
2021-08-16,0,1,4,17,0,4,2,4,10,52,2,2,2,3,1,20,11,1,0,20,83,1,0,14,0,18,5,4,0,0,128,5,46,66,526
2021-08-17,1,4,3,19,0,4,1,-1,21,34,3,0,-1,0,2,5,14,-1,0,12,45,0,0,10,0,14,2,2,-3,0,85,0,41,32,348
2021-08-18,0,11,4,16,1,2,6,4,16,36,7,2,2,4,2,27,6,0,4,19,59,1,1,12,0,17,4,7,3,0,108,7,75,22,485
2021-08-19,3,12,4,29,0,3,3,7,17,46,8,3,-2,1,1,22,9,0,-2,19,63,2,2,17,0,25,3,2,0,0,116,13,43,62,531
2021-08-20,3,5,6,25,1,5,3,2,19,55,3,2,3,2,3,39,22,0,2,22,113,4,0,25,1,15,-1,4,2,0,136,8,58,63,650
2021-08-21,0,15,2,36,2,4,2,3,28,69,0,9,4,6,1,52,18,0,1,19,94,3,0,23,1,22,12,4,-1,0,130,3,41,86,689
2021-08-22,3,3,4,39,3,1,5,-1,22,101,6,3,0,1,2,26,15,2,0,23,63,2,2,23,-1,25,7,3,2,0,170,10,88,70,722
2021-08-23,1,15,0,30,6,7,4,9,18,64,4,5,3,3,1,32,11,1,0,27,97,2,1,11,1,19,1,4,0,0,124,11,36,91,639
2021-08-24,0,4,6,6,5,2,5,1,27,45,4,1,0,3,0,15,11,1,1,12,83,2,0,8,-1,16,0,1,-1,0,128,9,47,45,486
2021-08-25,2,4,11,21,2,1,2,1,20,86,4,1,0,3,1,34,11,0,2,29,52,1,1,16,0,24,5,16,0,0,151,15,51,93,660
2021-08-26,3,6,4,51,10,2,8,-1,9,48,3,3,1,2,1,20,14,4,2,15,102,3,1,15,0,19,2,6,1,0,144,5,78,97,678
2021-08-27,1,6,4,40,12,0,5,1,15,66,4,5,2,1,3,29,20,0,1,33,96,3,1,26,0,33,4,-2,2,0,185,25,67,93,781
2021-08-28,0,21,8,44,11,4,3,3,12,90,3,2,2,3,-1,32,16,0,0,35,114,3,4,29,1,27,11,5,3,0,168,18,62,102,835
2021-08-29,2,3,9,33,10,5,4,1,26,106,10,10,2,3,5,32,24,0,0,31,63,3,0,29,1,15,-1,4,1,0,141,15,90,63,740
2021-08-30,3,2,9,38,14,3,1,1,16,74,3,1,-1,1,1,12,20,1,-1,44,104,3,3,14,0,16,1,3,2,0,121,13,74,98,694
2021-08-31,3,19,5,19,3,3,2,0,14,42,4,2,0,0,0,19,41,2,0,10,60,5,1,19,0,21,5,6,0,-1,120,11,60,30,525
2021-09-01,-1,6,12,31,4,3,2,2,29,73,4,1,0,1,0,30,14,3,0,22,59,3,-1,26,-1,22,3,2,2,1,158,20,50,76,656
2021-09-02,0,23,22,22,24,4,5,1,19,89,6,7,3,2,1,27,33,8,2,39,104,2,4,23,0,51,7,-1,2,0,175,22,48,91,865
2021-09-03,0,7,10,50,6,1,0,4,22,46,6,6,4,0,2,18,28,4,1,49,136,1,4,17,0,23,6,4,1,0,175,19,72,85,807
2021-09-04,0,22,18,28,5,1,8,1,28,92,7,3,8,0,0,21,35,8,2,39,118,1,6,30,1,29,5,3,0,0,181,19,113,112,944
2021-09-05,0,11,7,46,19,4,2,4,33,71,3,6,0,4,3,24,42,3,4,52,100,10,0,27,0,34,4,7,3,0,156,5,68,59,811
2021-09-06,0,6,8,21,8,3,3,2,23,40,1,2,3,0,1,20,25,5,1,27,87,2,1,23,0,21,5,1,0,0,114,12,55,61,581
2021-09-07,0,21,17,32,2,1,0,3,17,35,0,5,1,2,0,18,23,2,0,30,52,7,0,6,3,18,5,2,3,0,118,5,72,64,564
2021-09-08,2,10,16,25,5,0,0,2,24,21,1,7,6,0,2,15,33,1,0,22,46,10,0,20,-2,25,-1,3,3,0,149,21,47,41,554
2021-09-09,1,7,15,19,5,5,6,7,25,55,6,1,6,8,3,34,38,2,0,72,73,6,1,31,1,37,11,8,4,0,159,14,66,72,798
2021-09-10,8,6,21,48,21,4,5,6,35,53,4,10,7,4,2,19,24,3,1,52,117,5,0,26,3,27,3,7,0,0,166,10,74,77,848
2021-09-11,1,23,24,29,3,2,9,8,18,55,8,4,7,3,5,24,29,5,4,73,100,10,2,29,0,33,15,8,3,0,170,26,50,77,857
2021-09-12,0,13,19,42,16,0,0,3,29,57,3,4,6,8,3,22,45,7,0,57,67,6,0,19,7,37,11,4,2,0,147,12,73,65,784
2021-09-13,2,10,8,20,3,2,0,2,28,32,1,4,3,4,7,0,28,4,2,59,84,3,0,30,0,16,1,1,2,0,114,16,47,67,600
2021-09-14,1,33,10,13,3,7,2,8,21,19,3,2,2,4,4,18,31,0,1,26,67,5,0,25,1,18,10,5,0,0,116,22,54,46,577
2021-09-15,2,5,9,17,11,0,2,1,26,38,6,4,4,0,7,20,34,0,4,46,61,9,2,20,0,18,10,2,1,0,141,9,45,39,593
2021-09-16,3,3,13,31,17,4,8,12,31,53,0,11,10,9,5,39,27,3,-2,64,122,1,1,30,0,26,17,9,-1,0,162,28,50,78,864
2021-09-17,2,16,26,60,21,7,5,5,10,33,1,3,3,9,3,25,19,1,2,64,77,6,2,38,4,29,15,10,-1,0,166,27,36,71,795
2021-09-18,1,17,16,47,19,5,4,4,19,25,5,4,4,4,2,31,22,2,3,76,114,3,1,23,1,21,11,15,0,0,152,42,48,80,821
2021-09-19,6,9,18,19,28,1,6,2,26,68,10,3,3,12,2,22,41,0,1,56,59,5,1,21,0,19,9,6,0,1,139,14,40,68,715
2021-09-20,-1,6,7,24,6,1,1,5,19,23,8,5,1,5,0,18,22,3,3,54,100,3,0,31,0,19,1,2,1,0,126,17,29,71,610
2021-09-21,1,11,8,21,16,0,1,2,31,18,1,4,1,8,2,19,39,2,1,58,80,3,0,17,0,13,8,3,0,0,104,24,34,44,574
2021-09-22,3,1,8,6,13,0,5,1,22,27,4,4,8,3,3,21,21,0,0,54,41,4,0,17,2,13,1,2,0,0,93,8,48,30,463
2021-09-23,0,22,17,39,29,1,3,2,24,38,2,3,5,18,0,31,26,0,1,29,76,4,7,18,0,11,5,0,-1,5,136,14,39,73,677
2021-09-24,1,13,16,35,30,2,4,6,28,66,6,8,6,8,4,8,19,0,5,70,83,3,4,29,-1,19,2,3,1,3,144,15,33,54,727
2021-09-25,0,9,12,38,30,1,2,3,20,46,1,7,3,12,3,16,28,2,2,50,69,5,2,30,0,20,7,11,0,0,113,12,28,58,640
2021-09-26,1,6,4,28,33,2,3,6,42,66,5,7,3,11,5,16,22,3,2,71,55,6,0,27,3,13,5,3,1,0,109,12,42,41,653
2021-09-27,0,26,16,22,35,2,0,6,10,46,4,7,1,5,0,15,19,1,1,41,70,2,0,22,0,16,6,5,0,0,117,25,45,48,613
2021-09-28,1,3,15,19,7,0,4,3,18,25,5,2,3,6,2,14,25,-1,0,31,39,2,0,13,5,14,3,8,3,1,138,6,31,21,466
2021-09-29,1,10,9,10,5,0,8,5,20,39,9,4,4,18,2,19,32,2,1,39,33,2,1,15,0,9,9,4,1,0,107,9,33,35,495
2021-09-30,0,1,20,43,35,1,2,2,17,42,5,5,12,8,1,21,43,5,1,55,85,4,0,15,0,15,14,5,1,0,94,15,40,40,647
2021-10-01,1,7,25,40,31,2,7,1,17,42,2,10,12,20,7,26,32,1,2,55,65,4,2,15,6,13,7,2,0,0,110,6,43,55,668
2021-10-02,-1,6,16,14,28,8,5,1,15,44,1,9,0,21,3,28,32,3,3,70,67,6,0,31,0,24,23,1,0,1,150,17,32,46,704
2021-10-03,4,2,20,23,25,-2,3,-1,25,24,3,7,2,4,4,18,28,5,9,47,85,5,0,19,0,12,8,6,1,0,110,4,38,42,580
2021-10-04,0,9,8,25,19,4,0,0,15,26,2,10,1,7,3,20,23,5,6,46,88,0,0,11,1,11,11,7,1,0,85,8,29,30,511
2021-10-05,1,1,11,13,3,0,0,1,8,23,4,3,3,15,0,14,14,4,0,47,55,5,0,13,0,19,11,1,0,1,108,7,15,29,429
2021-10-06,0,10,8,21,5,7,2,4,18,33,3,6,3,8,2,25,22,2,0,23,39,6,0,19,0,18,8,10,-1,2,84,1,44,44,476
2021-10-07,2,14,13,28,24,6,0,3,14,23,2,11,1,20,5,19,29,6,1,32,55,1,0,22,2,22,10,10,0,2,119,4,45,42,587
2021-10-08,1,0,14,20,20,3,4,0,19,15,2,4,2,8,2,31,29,3,1,34,80,2,0,28,0,21,15,15,0,5,104,15,35,41,573
2021-10-09,0,9,12,17,13,3,6,4,21,47,5,8,3,15,4,27,20,6,0,50,80,6,0,9,3,27,12,2,0,1,123,14,41,66,654
2021-10-10,1,1,1,16,17,5,1,8,12,39,8,6,5,12,1,9,19,4,1,58,45,6,0,20,0,9,13,15,0,1,98,6,35,63,535
2021-10-11,0,10,11,18,22,3,4,1,12,26,4,11,4,3,1,7,21,0,0,30,71,2,0,9,5,10,18,6,1,0,92,6,14,36,458
2021-10-12,0,1,8,9,6,2,5,4,11,21,6,0,9,7,0,6,13,-1,0,18,62,0,0,10,2,8,13,7,0,1,66,10,21,65,390
2021-10-13,0,7,5,6,9,0,2,0,7,12,2,5,10,0,2,13,17,1,-1,20,18,1,0,3,1,11,11,3,0,0,68,12,32,29,306
2021-10-14,1,1,11,14,55,2,6,1,11,30,5,0,5,6,3,13,9,1,1,29,43,0,1,14,1,18,9,3,1,0,69,13,23,18,417
2021-10-15,2,3,10,15,12,3,6,1,10,24,2,10,9,29,0,11,20,1,1,40,60,8,2,17,1,20,26,2,0,1,74,8,40,28,496
2021-10-16,1,9,9,8,14,2,3,1,13,24,5,8,4,12,3,16,17,0,1,25,60,3,1,14,2,28,16,10,0,0,88,14,40,35,486
2021-10-17,1,5,11,18,22,4,3,3,14,26,5,5,9,12,0,8,11,3,2,31,80,3,1,19,3,9,6,16,0,0,58,4,19,32,443
2021-10-18,0,14,10,12,8,4,0,1,12,26,0,4,-1,8,1,6,3,1,0,36,71,3,0,13,4,13,8,6,1,0,62,11,18,18,373
2021-10-19,0,4,4,4,2,0,4,4,10,17,1,1,2,16,1,18,14,0,1,20,60,0,0,7,0,13,8,12,2,2,52,10,19,20,328
2021-10-20,2,0,6,15,6,0,5,1,8,20,2,4,3,6,5,11,9,2,0,19,13,6,4,9,0,16,13,24,-1,3,46,4,21,22,304
2021-10-21,1,9,0,16,9,2,7,6,18,12,1,1,7,18,0,12,13,0,1,36,54,1,0,16,0,20,17,10,0,1,66,9,21,29,413
2021-10-22,0,6,15,19,7,2,3,0,13,23,5,3,1,16,1,32,29,4,0,38,59,1,0,6,1,17,17,39,5,1,64,9,23,33,492
2021-10-23,2,10,9,21,8,2,4,2,10,7,0,2,2,8,0,15,22,1,0,39,45,1,1,10,0,21,13,19,1,0,41,7,24,26,373
2021-10-24,10,3,6,5,7,3,3,1,18,27,2,3,5,8,0,14,23,1,0,23,42,1,1,19,1,19,14,18,3,0,47,4,8,31,370
2021-10-25,6,2,20,7,0,1,4,0,7,15,2,6,6,8,0,13,12,0,1,24,33,1,0,20,0,10,9,19,4,0,39,10,16,31,326
2021-10-26,2,0,7,4,1,1,7,1,7,7,1,2,5,3,0,14,21,1,0,12,36,0,0,10,0,12,19,11,1,1,39,4,27,13,269
2021-10-27,3,4,2,7,4,1,3,0,17,11,0,3,11,3,1,16,15,-1,0,27,16,2,0,4,0,13,12,27,4,1,66,-1,17,33,321
2021-10-28,2,7,5,7,22,11,4,0,5,17,3,6,19,6,4,13,13,2,1,28,45,0,0,19,0,21,11,26,-1,1,54,9,24,25,409
2021-10-29,2,9,10,6,4,6,7,2,6,23,1,8,17,4,1,12,18,1,0,30,32,2,2,25,0,26,6,26,1,0,63,5,34,30,419
2021-10-30,11,6,9,7,6,4,8,0,14,9,4,8,0,5,0,16,17,0,0,18,32,0,0,19,1,28,15,34,3,0,45,2,11,24,356
2021-10-31,2,1,7,8,16,6,9,0,8,6,1,6,10,4,1,11,27,1,0,12,26,5,0,18,0,13,16,17,1,0,58,6,22,22,340
2021-11-01,9,4,5,6,4,3,7,3,17,20,-1,3,8,8,0,12,10,1,0,38,47,0,0,18,1,25,21,22,5,0,61,5,19,41,422
2021-11-02,9,13,2,2,-2,3,3,0,19,21,3,0,4,7,1,6,13,0,3,23,36,1,0,14,0,22,8,13,1,1,42,2,17,44,331
2021-11-03,3,4,7,9,2,4,9,3,6,23,3,3,14,7,1,4,32,1,0,20,13,1,1,11,2,26,15,17,1,0,64,10,21,41,378
2021-11-04,5,2,2,4,4,6,9,3,11,9,2,9,17,10,1,6,40,0,1,28,26,1,6,16,3,34,19,26,7,2,72,3,17,37,438
2021-11-05,2,3,5,4,7,11,22,2,13,12,4,7,15,8,4,13,23,28,1,44,44,3,2,18,2,49,29,33,1,4,44,17,37,52,563
2021-11-06,7,2,6,16,11,2,9,2,12,19,2,7,8,6,4,7,25,3,1,49,46,5,1,26,0,51,23,35,5,0,76,6,11,25,508
2021-11-07,4,11,7,26,6,5,16,2,25,23,6,15,17,11,6,8,45,8,0,42,41,7,0,38,0,47,19,39,1,0,60,19,33,49,636
2021-11-08,4,1,9,14,15,2,0,3,10,11,5,5,29,9,1,17,29,3,1,36,39,1,1,49,3,16,13,23,10,0,53,8,21,39,480
2021-11-09,10,17,6,17,0,0,5,0,10,14,3,3,19,3,5,9,12,1,0,34,15,5,1,18,0,37,15,61,0,1,55,20,15,30,441
2021-11-10,11,7,7,11,3,1,17,0,16,12,-1,5,14,0,7,5,26,6,2,43,33,5,5,17,1,38,24,29,2,1,42,8,23,34,454
2021-11-11,15,5,2,22,10,1,16,1,16,12,0,16,25,9,4,18,24,2,1,39,61,4,6,26,1,52,26,29,1,0,74,14,48,62,642
2021-11-12,27,19,9,37,3,8,16,0,12,14,2,12,13,4,9,7,22,4,0,37,43,3,3,23,1,55,35,32,2,3,63,5,43,32,598
2021-11-13,29,11,5,35,16,3,9,3,15,12,5,4,21,8,5,19,36,2,0,49,27,4,1,36,1,50,20,35,1,1,86,15,43,54,661
2021-11-14,26,9,6,34,9,5,19,3,11,15,4,6,27,6,9,13,47,6,0,47,42,4,5,30,1,68,17,28,1,2,76,2,47,41,666
2021-11-15,22,1,6,17,5,3,2,1,15,12,0,15,28,0,4,7,30,-1,1,37,51,1,1,20,3,44,24,29,0,1,85,9,30,49,552
2021-11-16,14,10,6,17,4,2,25,0,12,14,1,5,19,13,4,13,16,4,0,41,31,2,1,23,0,33,24,29,0,7,56,11,21,23,481
2021-11-17,17,5,7,29,7,3,19,3,11,20,4,2,21,2,7,15,12,5,1,43,26,5,1,23,2,49,27,21,1,2,54,6,38,24,512
2021-11-18,26,16,4,33,15,5,11,4,12,23,5,10,37,8,8,16,34,3,0,42,40,4,3,37,2,67,15,27,4,4,74,12,71,39,711
2021-11-19,23,14,20,25,14,2,15,2,28,41,9,5,17,4,2,19,28,3,0,31,54,1,3,30,6,71,37,37,3,9,115,10,55,60,793
2021-11-20,26,15,7,26,11,3,25,1,8,19,21,9,34,7,16,14,18,4,5,39,45,4,0,49,2,63,22,60,5,4,89,5,41,31,728
2021-11-21,36,8,3,32,27,2,14,1,28,21,13,4,21,9,3,15,17,2,9,48,43,8,1,25,9,84,31,39,6,19,80,7,50,26,741
2021-11-22,34,10,6,24,0,1,16,3,24,20,7,10,14,3,8,12,25,2,0,32,53,3,0,35,1,53,19,37,6,4,92,7,28,38,627
2021-11-23,34,26,11,22,7,3,11,1,10,13,14,1,21,4,3,16,7,1,0,31,35,7,-1,40,2,73,32,14,5,5,72,14,32,47,613
2021-11-24,23,5,9,27,2,1,15,1,9,10,15,3,33,2,1,18,15,4,2,23,43,3,2,21,0,60,13,21,7,12,74,6,63,48,591
2021-11-25,9,30,2,25,13,7,18,8,28,26,24,4,35,11,7,12,24,5,1,45,48,6,3,20,7,55,39,30,11,10,77,8,57,43,748
2021-11-26,22,16,8,41,17,10,14,3,33,29,22,17,40,14,4,23,18,-1,1,53,54,8,5,44,3,73,25,46,13,17,129,12,62,52,927
2021-11-27,38,17,9,27,12,11,24,4,22,21,15,8,33,10,3,17,16,2,3,44,47,6,-1,23,5,107,21,43,18,9,97,13,82,48,854
2021-11-28,32,22,12,42,27,8,15,8,41,22,17,9,33,3,4,18,29,3,5,58,58,6,1,30,2,81,27,33,25,11,129,7,86,60,964
2021-11-29,43,18,13,30,10,5,6,5,21,20,11,10,47,5,2,26,15,4,0,32,49,4,0,22,5,80,30,17,10,4,106,6,84,48,788
2021-11-30,35,15,18,18,7,5,21,0,47,17,16,11,18,3,6,9,21,0,0,16,60,7,1,13,0,57,19,28,5,1,94,18,71,30,687
2021-12-01,26,24,8,37,1,1,5,7,26,33,22,4,32,4,2,18,16,2,5,44,38,4,0,43,1,64,13,56,10,3,96,10,88,37,780
2021-12-02,35,28,16,21,18,6,18,12,42,27,22,8,36,11,6,26,32,3,1,59,75,8,0,27,4,75,23,32,15,2,118,9,91,53,959
2021-12-03,22,12,17,44,15,5,20,7,27,47,10,11,30,14,6,37,26,6,4,58,60,1,3,39,12,106,30,59,14,8,133,24,68,56,1031
2021-12-04,44,18,14,29,14,11,13,0,30,33,29,9,40,11,5,45,41,6,2,69,59,6,0,39,4,101,24,50,30,7,139,23,54,54,1053
2021-12-05,26,12,33,18,17,9,15,8,56,36,22,12,40,18,10,34,41,7,7,54,81,9,1,46,3,96,45,36,30,9,152,27,86,88,1184
2021-12-06,28,5,14,37,5,5,8,3,30,28,12,12,41,5,9,34,23,0,0,55,60,5,1,33,22,73,27,39,14,1,139,18,41,60,887
2021-12-07,22,16,11,32,4,8,12,5,25,50,15,3,35,10,3,37,25,1,0,48,48,7,0,35,4,68,24,58,8,-1,163,17,51,84,928
2021-12-08,29,25,11,34,17,1,10,7,42,50,27,6,69,2,13,38,26,4,2,92,48,7,0,32,2,82,21,21,20,7,124,15,75,50,1009
2021-12-09,15,31,19,59,19,4,20,11,37,48,23,9,98,13,20,24,44,9,3,36,71,8,0,46,14,103,25,43,10,5,206,37,114,66,1290
2021-12-10,12,38,39,76,19,11,19,5,68,54,33,19,95,9,26,52,47,11,1,109,89,6,8,48,3,73,28,46,11,4,195,19,89,91,1453
2021-12-11,26,23,8,56,11,16,6,14,73,55,35,17,129,15,41,47,66,4,3,123,103,3,10,53,0,99,27,30,17,7,247,48,99,96,1607
2021-12-12,31,4,20,57,13,15,15,6,52,67,18,19,121,15,28,52,43,7,7,98,96,6,3,81,6,81,27,59,8,8,226,33,81,73,1476
2021-12-13,32,9,32,56,12,17,8,9,75,44,42,20,142,19,26,61,21,4,4,116,89,2,8,53,1,73,16,23,8,4,255,34,82,139,1536
2021-12-14,23,18,20,74,11,15,6,18,58,49,30,5,85,14,27,84,58,2,2,120,103,9,1,40,6,68,27,10,4,4,239,19,52,128,1429
2021-12-15,33,23,17,44,10,4,24,9,112,86,20,10,134,6,18,75,25,5,15,117,132,4,7,72,6,114,25,33,4,13,343,46,73,149,1808
2021-12-16,22,17,13,97,23,33,16,13,112,81,30,30,190,33,34,48,115,6,10,206,153,10,5,99,3,107,40,37,9,6,505,45,130,143,2421
2021-12-17,22,20,18,155,21,14,24,13,194,107,38,22,205,31,40,116,55,7,34,294,209,9,7,101,7,138,38,36,7,5,759,70,93,215,3124
2021-12-18,20,36,25,150,37,25,9,14,189,139,28,12,144,26,44,126,81,6,15,256,246,14,10,109,10,186,37,41,11,10,851,78,74,242,3301
